Sales Package,Model Number,Part Number,Model Name,Series,Color,Type,Suitable For,MS Office Provided,Processor Brand,Processor Name,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Clock Speed,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,Supported Operating System,Mic In,USB Port,HDMI Port,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Wireless LAN,Bluetooth,Dimensions,Weight,Disk Drive,Web Camera,Keyboard,Backlit Keyboard,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Title,Price,Image,Brand,Battery Cell,Vendor,Vendor Price,Quantity
"MacBook Pro, 67W USB-C Power Adapter, USB-C Charge Cable (2 m)",MNEH3HN/A,MNEH3HN/A,MacBook Pro,2022 MacBook Pro,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,,,8.0,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,33.78 cm (13.3 Inch),2560 x 1600 Pixel,"Retina display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic Array with High Signal-to-noise Ratio and Directional Beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 212.4 x 15.6,1.38 Kg,Not Available,720p FaceTime HD camera,Backlit Magic Keyboard,Yes,1 Year Limited Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE 2022 MacBook Pro M2 - (8 GB/256 GB SSD/Mac OS Monterey) MNEH3HN/A  (13.3 Inch, Space Grey, 1.38 Kg)","₹1,20,990",https://rukminim1.flixcart.com/image/416/416/l4hcx3k0/computer/r/6/b/macbook-pro-thin-and-light-laptop-apple-original-imagfdeu9rmugapt.jpeg?q=70,APPLE,,"Ret1,Amazon",108891.0,21778
"Laptop, battery, adapter, cables and user manuals",14-dy0207TU,67G60PA#ACJ,14-dy0207TU,Pavilion x360 Convertible,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,512 GB,8 GB,DDR4,1125G4,1.7 GHz upto max turbo frequency at 3.7 Ghz,8,Intel Integrated UHD,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1 x SuperSpeed USB Type-C 10 Gbps signaling rate, 2 x SuperSpeed USB Type-A 5Gbps signaling rate",1 x HDMI 2.0 port,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD, IPS, multitouch-enabled, Brightness: 250 nits, 157 ppi, Color Gamut: 45%NTSC",Built-in Dual Speakers,Built-in Dual Array Microphones,Intel Wi-Fi 6 AX201 (2x2),v5.0,322 x 209 x 19.1 mm,1.52 kg,Not Available,HP True Vision 720p HD camera,"Full-size, backlit, natural silver keyboard",Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"HP Pavilion x360 Convertible Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dy0207TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)","₹54,290",https://rukminim1.flixcart.com/image/416/416/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70,HP,3 cell,"Comp2,Ret2",48861.0,9772
"Laptop, Battery, Power Adapter, User Guide",GF65 Thin 10UE-290IN,9S7-16W212-290,GF65 Thin 10UE-290IN,GF65 Thin,Black,Gaming Laptop,"Gaming, Processing & Multitasking",No,Intel,Hexa Core i5,Yes,512 GB,16 GB,DDR4,10500H,2.5 GHz with Turbo Boost upto 4.5 GHz,12,NVIDIA GeForce RTX 3060,6.0,64 bit,Windows 10 Home,,,"2x Type-C USB3.2 (Gen1), 2x Type-A USB3.2 (Gen1)",1 x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),Single Backlit Keyboard (Red),Yes,2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",,"MSI GF65 Thin Hexa Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/144 Hz) GF65 Thin 10UE-290IN Gaming Laptop  (15.6 inch, Black, 1.86 KG)","₹79,990",https://rukminim1.flixcart.com/image/416/416/ktszgy80/computer/e/v/f/gf65-thin-10ue-290in-gaming-laptop-msi-original-imag72h6vxjqhpnh.jpeg?q=70,MSI,3,"Comp2,Ret2",71991.0,14398
"Laptop, battery, adapter, cables and user manuals",NP340XLA-KA1IN,NP340XLA-KA1IN,NP340XLA-KA1IN,Galaxy Book Go,Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Qualcomm,Snapdragon 7c Gen 2,No,,4 GB,LPDDR4X,,Up to 2.55 GHz,,Qualcomm Adreno Adreno,,,Windows 11 Home,Windows 11,Yes,"2 x USB Type-C, 1 USB Type-A",,No,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD TFT LED Display,Built-in Stereo Speakers,Built-in microphone,802.11 ac (2x2),v5.1,323.9 x 224.8 x 14.9 mm,1.38 Kg,Not Available,HD Webam,island Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"SAMSUNG Galaxy Book Go Snapdragon 7c Gen 2 - (4 GB/128 GB EMMC Storage/Windows 11 Home) NP340XLA-KA1IN Thin and Light Laptop  (14 Inch, Silver, 1.38 Kg, With MS Office)","₹32,990",https://rukminim1.flixcart.com/image/416/416/l0r1j0w0/computer/z/m/a/np340xla-ka1in-thin-and-light-laptop-samsung-original-imagcgqvcvcbsun6.jpeg?q=70,SAMSUNG,,"Comp2,Ret2",29691.0,5938
"Laptop, Battery, Power Adaptor, User Guide, Warranty Documents",UX363EA-HP502WS,90NB0RZ1-M000P0 | 90NB0RZ1-M008C0,UX363EA-HP502WS,Zenbook Flip 13 OLED Touch Panel Intel EVO,Pine Grey,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,512 GB,8 GB,LPDDR4X,1135G7,4.2,8,Intel Integrated Iris Xe Graphics,4.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 3.2 Gen 1 Type-A, 2x Thunderbolt 4",1x HDMI 1.4,No,33.78 cm (13.3 Inch),1920 x 1080 Pixel,"FHD, OLED (550nits peak brightness, 100% DCI-P3 color gamut)",,Built-in array microphone,Wi-Fi 6(802.11ax),v5.0,305.0 x 211.0 x 11.9,1.30 kg,Not Available,HD camera with IR function,Backlit Chiclet Keyboard,Yes,1 Year onsite warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) UX363EA-HP502WS Thin and Light Laptop  (13.3 Inch, Pine Grey, 1.30 kg, With MS Office)","₹79,990",https://rukminim1.flixcart.com/image/416/416/ktop5e80/computer/j/j/w/na-2-in-1-laptop-asus-original-imag6yuwbqz8jchg.jpeg?q=70,ASUS,4,"Comp2,Ret2",71991.0,14398
"Laptop, Battery, Power adapter, User guide",Modern 15 A5M-280IN,9S7-155L26-280,Modern 15 A5M-280IN,,Carbon Gray,Notebook,Processing & Multitasking,No,AMD,Ryzen 7 Octa Core,Yes,512 GB,8 GB,DDR4,5700U,4.3,,AMD Radeon Radeon,8.0,64 bit,Windows 11 Home,Windows11 Home,Yes,"1x Type-C USB 3.2 Gen2, 3x Type-A USB 3.2 Gen2",1 x HDMI,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, IPS-Level (45%NTSC)",Dual Speakers,Yes,AMD Wi-Fi 6E RZ608,v5.1,356.8 x 233.75 x 18.9 mm,1.6 Kg,Not Available,HD,Single backlight Keyboard (White),Yes,1 Year On-Site Warranty,Onsite,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,"MSI Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 A5M-280IN Notebook  (15.6 inch, Carbon Gray, 1.6 Kg)","₹52,990",https://rukminim1.flixcart.com/image/416/416/xif0q/computer/o/j/y/modern-15-a5m-280in-notebook-msi-original-imagghky6pgysr4f.jpeg?q=70,MSI,3,"Comp2,Ret2",47691.0,9538
"MacBook Air, 30W USB-C Power Adapter, USB-C to MagSafe 3 Cable",MLXW3HN/A,MLXW3HN/A,MacBook Air,2022 MacBook AIR,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M2,Yes,256 GB,8 GB,Unified Memory,Apple M2 Chip,,,,8.0,,Mac OS Monterey,,Yes,"2 x Thunderbolt / USB 4 Ports (USB 4 (up to 40 Gbps), USB 3.1 Gen 2 (up to 10 Gbps)",,No,34.54 cm (13.6 Inch),2560 x 1664 Pixel,"Liquid Retina Display, LED-backlit display with IPS technology, 500 nits brightness, Wide colour (P3), True Tone technology",Built-in Speakers,Three-mic array with directional beamforming,802.11ax Wi-Fi 6 wireless networking,v5.0,304.1 x 215.0 x 11.3 mm,1.24 Kg,Not Available,1080p FaceTime HD camera,Backlit Magic Keyboard,Yes,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE 2022 MacBook AIR M2 - (8 GB/256 GB SSD/Mac OS Monterey) MLXW3HN/A  (13.6 Inch, Space Grey, 1.24 Kg)","₹1,19,900",https://rukminim1.flixcart.com/image/416/416/l4hcx3k0/computer/a/b/i/macbook-air-thin-and-light-laptop-apple-original-imagfdf4xnbyyxpa.jpeg?q=70,APPLE,,"Comp2,Ret2",107910.0,21582
"Laptop, battery, power adapter, user guide",GP66 Leopard 11UG-693IN,9S7-154322-693,GP66 Leopard 11UG,GP66 Leopard,Black,Gaming Laptop,Gaming,No,Intel,Core i7,Yes,1 TB,16 GB,DDR4,11800H,Max Turbo Frequency Upto 4.60 GHz,,NVIDIA GeForce RTX 3070,,64 bit,Windows 10 Home,Windows 10 Home,Yes,3 x Type-A USB 3.2 Gen1,1 x HDMI 2.1,No,39.62 cm (15.6 inch),2560 x 1440 Pixel,"Quad HD, 165 Hz Refresh Rate, DCI-P3 100%, IPS Level Panel",Built-in Dual Speaker,Yes,Killer Wi-Fi 6E AX1675,v5.2,358 x 267 x 23.4 mm,2.38 kg,Not Available,HD,Per key RGB steelseries KB,Yes,2 Year Carry-In Warranty Term,Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",2 Year,"MSI GP66 Leopard Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 Hz) GP66 Leopard 11UG-693IN Gaming Laptop  (15.6 inch, Black, 2.38 kg)","₹1,29,990",https://rukminim1.flixcart.com/image/416/416/l2qhjm80/computer/b/p/8/gp66-leopard-11ug-gaming-laptop-msi-original-imageynxarsxgnh3.jpeg?q=70,MSI,4 Cell,"Comp2,Ret2",116991.0,23398
"Laptop, battery, adapter, cables and user manuals",Vostro 3400,D552188WIN9DE,,Vostro,Dune,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Yes,Intel,Core i3,No,,8 GB,DDR4,1115G4,1.7 GHz upto Max Turbo Frequency at 4.1 GHz,6,Intel Integrated UHD,2.0,64 bit,Windows 10,,Yes,"USB 3.2 Gen 1 (x2), USB2.0 (x1)",1 x HDMI 1.4 port,No,35.56 cm (14 inches),1920 x 1080 Pixels,Full HD WVA AG Narrow Border Display,Yes,Yes,802.11ac,v4.1,240 x 329 x 20,1.58 kg,Not Available,HD Webcam,English International Non Backlit Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,"DELL Vostro Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inches, Dune, 1.58 kg, With MS Office)","₹42,390",https://rukminim1.flixcart.com/image/416/416/kn7sdjk0/computer/l/w/f/na-notebook-dell-original-imagfy6ah6k6jqdh.jpeg?q=70,DELL,3 cell,"Comp2,Ret2",38151.0,7630
"Laptop, Power Adaptor, User Guide, Warranty Documents",15-DK2100TX,48U95PA#ACJ,,Pavilion Gaming,Shadow Black & Ultra Violet,Gaming Laptop,"Gaming, Processing & Multitasking",Yes,Intel,Core i5,Yes,256 GB,8 GB,DDR4,11300H,4.4 GHz with Max Turbo Frequency,8,NVIDIA GeForce GTX 1650,4.0,64 bit,Windows 10 Home,,Yes,"1 x Super Speed USB Type-C 10 Gbps Signaling Rate (Display Port 1.4, HP Sleep and Charge), 1 x Super Speed USB Type-A 5 Gbps Signaling Rate (HP Sleep and Charge), 2 x Super Speed USB Type-A 5 Gbps Signaling Rate, 1x USB 3.1 Gen 2 Type C, 1 x USB 3.1 Gen 1 Type A",1 x HDMI 2.0,No,39.62 cm (15.6 inches),1920 x 1080 Pixels,"Full HD IPS Micro-Edge Anti-glare Display (250 nits Brightness, 141 PPI, 45% NTSC Color Gamut)",Dual Speakers,Integrated Dual Array Digital Microphone,Realtek Wi-Fi 6 (1x2),v5.2,36.0 x 25.6 x 2.34,2.28 kg,Not Available,HP Wide Vision 720p HD Webcam,Full-Size Island-Style Ultra Violet Backlit Keyboard with Numeric Keypad,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"HP Pavilion Gaming Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 hz) 15-DK2100TX Gaming Laptop  (15.6 inches, Shadow Black & Ultra Violet, 2.28 kg, With MS Office)","₹66,990",https://rukminim1.flixcart.com/image/416/416/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,HP,3 cell,"Comp2,Ret2",60291.0,12058
"Laptop, Power Adaptor, User Guide, Warranty Documents",Inspiron 3501,D560397WIN9BE,,Inspiron,Accent Black,Laptop,Processing & Multitasking,Yes,Intel,Core i3,Yes,256 GB,4 GB,DDR4,1005G1,1.2 GHz with Turbo Boost Upto 3.4 GHz,4 MB,Intel Integrated UHD,2.0,64 bit,Windows 10 Home,,Yes,"2 x USB 3.2 (1st Gen), 1 x USB 2.0",1 x HDMI Port (v1.4),No,38.1 cm (15 inch),1920 x 1080 Pixel,Full HD LED Backlit Anti-glare Display,Built-in Speakers,Built-in Microphones,IEEE 802.11ac,v5.0,249 x 364 x 20 mm,1.83 kg,Not Available,720P HD Webcam,English International Non Backlit Keyboard,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop  (15 inch, Accent Black, 1.83 kg, With MS Office)","₹39,890",https://rukminim1.flixcart.com/image/416/416/ku5ufm80/computer/b/d/a/na-laptop-dell-original-imag7cstg8ebs8gd.jpeg?q=70,DELL,3 cell,"Comp2,Ret2",35901.0,7180
"Laptop, AC Adapter, User Guide, Manuals",X415JA-BV302WS,90NB0ST1-M005Y0,VivoBook 14,,Transparent Silver,Laptop,Processing & Multitasking,Yes,Intel,Core i3,No,,8 GB,DDR4,,,,Intel Integrated,,,Windows 11 Home,,,,,No,35.56 cm (14 inch),1366 X 768$$Pixels pixel,,,,,YES,,,Not Available,,,,1 YEAR,ONSITE,MANUFACTURING DAMAGE,PHYSICAL DAMAGE,,"ASUS Core i3 10th Gen - (8 GB/1 TB HDD/Windows 11 Home) X415JA-BV302WS Laptop  (14 inch, Transparent Silver, With MS Office)","₹30,290",https://rukminim1.flixcart.com/image/416/416/kqjtd3k0/computer/7/0/5/vivobook-15-laptop-asus-original-imag4jcmdbh2zd6e.jpeg?q=70,ASUS,,"Comp2,Ret2",27261.0,5452
"MacBook Pro, 61 W USB-C Power Adapter, USB-C Charge Cable (2m), User Guide, Warranty Documents",MYD92HN/A,MYD92HN/A,,2020 Macbook Pro,Space Grey,Thin and Light Laptop,Processing & Multitasking,No,Apple,M1,Yes,512 GB,8 GB,DDR4,Apple M1 Chip,,,,8.0,,Mac OS Big Sur,,Yes,"2 x Thunderbolt / USB 4 Ports (Supports Charging, DisplayPort, Thunderbolt 3 (Upto 40 Gbps), USB 3.1 (2nd Gen, Upto 10 Gbps))",,No,33.78 cm (13.3 inch),2560 x 1600 Pixel,"Quad LED Backlit IPS Display (227 PPI, 500 nits Brightness, Wide Colour (P3), True Tone Technology)",Built-in Speakers,Studio Quality Three-mic Array with Directional Beamforming,IEEE 802.11ax (Wi-Fi 6),v5.0,304.1 x 212.4 x 15.6 mm,1.4 kg,Not Available,720p FaceTime HD Webcam,Backlit Magic Keyboard,,1 Year Limited Warra­nty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"APPLE 2020 Macbook Pro M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MYD92HN/A  (13.3 inch, Space Grey, 1.4 kg)","₹1,32,990",https://rukminim1.flixcart.com/image/416/416/khdqnbk0/computer/e/6/n/apple-original-imafxfyq4agsgysn.jpeg?q=70,APPLE,,"Comp2,Ret2",119691.0,23938
"Laptop, battery, adapter, cables and user manuals",X515EA-EJ502TS,90NB0TY2-M17290,X515EA-EJ502TS,VivoBook 15 (2022),Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Core i5,Yes,256 GB,8 GB,DDR4,1135G7,2.4 GHz with Turbo Boost Upto 4.2 GHz,8 MB,Intel Integrated Iris Xe,,,Windows 10 Home,Windows 10 Home,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD Anti-glare display (200nits, NTSC: 45%)",Built-in speaker,Built-in array microphone,Wi-Fi 6(802.11ax),v5.0,360 x 235 x 19.9 mm,1.80 kg,Not Available,VGA camera,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","₹50,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,2 cell,"Comp2,Ret2",45891.0,9178
"Laptop, Power Adaptor, User Guide, Warranty Documents",A715-5G/ A715-51G-57Y1,NH.QGBSI.001 | NH.QGBSI.003,A715-5G,Aspire 7,Charcoal Black,Gaming Laptop,"Entertainment, Everyday Use, Gaming, Performance, Processing & Multitasking, Travel & Business",No,Intel,Core i5,Yes,512 GB,8 GB,DDR4,1240P,3.30 Ghz with Max Tubro Frequency up to 4.40 Ghz,12,NVIDIA GeForce GTX 1650,12.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"3x USB 3.2 Port (1 with With Power Off Charging), 1x USB Type-C port /Thunderbolt 4 port",1x HDMI Port,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS (Acer ComfyView LED-backlit TFT LCD)",Built In Dual Stereo Speakers,Built-in Digital Microphone,802.11a/b/g/n+ax wireless LAN,v5.2,362.3 x 237.4 x 19.9 mm,2.1 Kg,Not Available,HD camera,"99-/100-/103-key Acer backlit keyboard with international language support, with indicators of CapsLock and F4/Microphone mute",Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,"acer Aspire 7 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) A715-5G/ A715-51G-57Y1 Gaming Laptop  (15.6 inch, Charcoal Black, 2.1 Kg)","₹54,990",https://rukminim1.flixcart.com/image/416/416/l4oi4cw0/computer/i/n/e/a715-5g-gaming-laptop-acer-original-imagfj2g954wfdyz.jpeg?q=70,acer,3,"Comp2,Ret2",49491.0,9898
"Laptop, Battery, Adapter, Cables and User Manuals",X515JA-EJ502T,90NB0SR2-M34510,,,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,No,Intel,Core i5,No,,8 GB,DDR4,1035G1,1.0 GHz with Turbo Boost Upto 3.6 GHz,6,Intel Integrated UHD,4.0,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI 1.4,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti-glare Display (16:9, 200nit Brightness, 45% NTSC Color Gamut, 83% Screen-to-body Ratio)",Built-in Speaker,Built-in Microphone,Wi-Fi 5 (802.11ac) Dual Band (1*1),v4.1,360.2 x 234.9 x 19.9,1.80 Kg,Not Available,VGA Webcam,Chiclet Keyboard with Num-key,No,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502T Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg)","₹44,990",https://rukminim1.flixcart.com/image/416/416/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,2 Cell,"Comp2,Ret2",40491.0,8098
"Laptop, Power Adaptor, User Guide, Warranty Documents",14s- dq3032tu,637S3PA#ACJ,14s- dq3032tu,,Jet Black,Thin and Light Laptop,Processing & Multitasking,Yes,Intel,Celeron Dual Core,Yes,256 GB,8 GB,DDR4,N4500,2.8,4,Intel Integrated UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x SuperSpeed USB Type-C, 2x SuperSpeed USB Type-A",1x HDMI 1.4b,No,35.56 cm (14 Inch),1366 x 768 Pixels,"HD, micro-edge, BrightView (Brightness: 250 nits, 112 ppi, Color Gamut: 45%NTSC)",Inbuilt dual Speakers,Integrated dual array digital microphone,Realtek RTL8821CE-M 802.11a/b/g/n/ac (1x1) Wi-Fi,v4.2,324 x 225 x 17.9 mm,1.46 kg,Not Available,HP TrueVision 720p HD Camera,"Full-size, jet black keyboard",No,1 Year onsite warranty,Onsite,Manufacturing defects,Physical damage,1 Year,"HP Celeron Dual Core - (8 GB/256 GB SSD/Windows 11 Home) 14s- dq3032tu Thin and Light Laptop  (14 Inch, Jet Black, 1.46 kg, With MS Office)","₹30,990",https://rukminim1.flixcart.com/image/416/416/kyrlifk0/computer/i/5/f/14s-dq3032tu-thin-and-light-laptop-hp-original-imagaxgehrzh4jmw.jpeg?q=70,HP,3,"Comp2,Ret2",27891.0,5578
"Laptop, Power Adaptor, User Guide, Warranty Documents",SF314-511,NX.ABNSI.00A,Swift 3,Intel EVO Swift 3,Pure Silver,Thin and Light Laptop,"Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",Yes,Intel,Core i5,Yes,512 GB,8 GB,LPDDR4X,1135G7,"Base Frequnecy 2.40 GHz, Max Turbo Boost Frequency Up to 4.20 GHz",8,Intel Integrated Iris Xe,4.0,64 bit,Windows 11 Home,Windows 11 Home 64-bit,Yes,"1 x USB Type-C / Thunderbolt 4 port, 2 x USB 3.2 Gen 1 port (one with power-off charging)",1 x HDMI Port,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD (IPS (In-Plane Switching) technology, high-brightness (300nits) Acer ComfyView LED-backlit TFT LCD, 16:9 aspect ratio, color gamut sRGB 100%)",Built-in Dual Stereo Speakers,Built-in Dual Microphone,"Wi-Fi 6 AX201, 802.11a/b/g/n/acR2+ax wireless LAN",v5.1,322.8 x 212.2 x 15.9 mm,1.2 kg,Not Available,720p HD Webcam,83-/84-/87-key full-size FineTip backlit keyboard with international language,Yes,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,"acer Intel EVO Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light Laptop  (14 inch, Pure Silver, 1.2 kg, With MS Office)","₹61,090",https://rukminim1.flixcart.com/image/416/416/kykgb680/computer/w/j/r/-original-imagarytsqkmvmx6.jpeg?q=70,acer,4 cell,"Comp2,Ret2",42763.0,8552
"Laptop, Power Adaptor, User Guide, Warranty Documents",BR1100FKA-BP1104W,90NX03A1-M00B70,BR1100FKA-BP1104W,(2022),Star Grey,Laptop,Processing & Multitasking,No,Intel,Celeron Dual Core,Yes,128 GB,4 GB,DDR4,N4500,2.8,4,Intel Integrated UHD Graphics,2.0,64 bit,Windows 11 Home,Windows 11 Home,Yes,"1x USB 2.0 Type-A, 1x USB 3.2 Gen 1 Type-A , 1x USB 3.2 Gen 2 Type-C support power delivery",1x HDMI 1.4,Yes,29.46 cm (11.6 Inch),1366 x 768 Pixels,"HD, Wide view ( Brightness 250 nits, Color gamut NTSC 50%)",Built-in speaker,Built-in array microphone,Wi-Fi 5 (802.11ac),v4.2,294.6 x 204.9 x 20.0 mm,1.40 Kg,Not Available,"720p HD camera, with privacy shutter",Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS (2022) Celeron Dual Core - (4 GB/128 GB SSD/Windows 11 Home) BR1100FKA-BP1104W Laptop  (11.6 Inch, Star Grey, 1.40 Kg)","₹29,990",https://rukminim1.flixcart.com/image/416/416/l23mhzk0/computer/6/k/5/br1100fka-bp1104w-laptop-asus-original-imagdgsgbzgax6eu.jpeg?q=70,ASUS,3,"Comp2,Ret2",20993.0,4198
"Laptop, Battery, Adapter, Cables and User Manuals",GV301QH-K6461TS,90NR06C1-M11000,,ROG Flow X13,Off-Black,2 in 1 Gaming Laptop,"Gaming, Processing & Multitasking",Yes,AMD,Ryzen 9 Octa Core,Yes,1 TB,32 GB,LPDDR4X,5900HS,3.1 GHz with Turbo Boost Upto 4.5 GHz,16,NVIDIA GeForce RTX 1650,8.0,64 bit,Windows 10 Home,,Yes,"1 x USB 3.2 Gen 2 Type-A, 2 x USB 3.2 Gen 2 Type-C Support DisplayPort / Power Delivery",1 x HDMI 2.0b,Yes,34.04 cm (13.4 inch),1920 x 1200 Pixels,"WUXGA Glossy Display (16:9, 89/89/89/89 Viewing Angle, IPS-level Panel, 300nits Brightness, 1:1000, Adaptive-Sync)",2 x 1W Speaker with Smart Amp Technology,Built-in Array Microphone,Wi-Fi 6 (802.11ax) Dual Band (2*2),v5.1,299 x 222 x 15.8,1.30 Kg,Not Available,720P HD Webcam,Backlit Chiclet Keyboard,Yes,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 1650/120 Hz) GV301QH-K6461TS 2 in 1 Gaming Laptop  (13.4 inch, Off-Black, 1.30 Kg, With MS Office)","₹1,09,990",https://rukminim1.flixcart.com/image/416/416/koixwnk0/computer/b/i/z/na-gaming-laptop-asus-original-imag2ygghykjhv95.jpeg?q=70,ASUS,4 Cell,"Comp2,Ret2",76993.0,15398
